id_imovel,imovel,telefone,fax,email,cj,num_varas_instaladas,entrancia,comarca_tjsp,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf
837,Fórum II Laranjal Paulista (Residência Oficial) (Desativado),(15) 3283-5768,(15) 3383-8654,laranjaladm@tjsp.jus.br,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Conselheiro Antonio Prado, 159 , 159 - Centro",18500-000,Laranjal Paulista,SP
838,Z-Fórum Avaré (Desativado),(14) 3733-8989,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Abílio Garcia , 527 - Villa Jussara Maria",18706-040,Avaré,SP
839,Fórum Igarapava - Residência Oficial,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Maciel , 763 - Centro",14540-000,Igarapava,SP
840,Fórum Iguape III - (Residência Oficial),Não Informado,Não Informado,Não Informado,Registro,0,Entrância Inicial,Iguape,159.16,110V,"Rua Major Rebelo , 705 - Centro",11920-000,Iguape,SP
841,Fórum II Descalvado (Residência Oficial),Não Informado,Não Informado,Não Informado,São Carlos,0,Entrância Inicial,Descalvado,208.75,110V,"Rua 24 de Outubro , 483 - Centro",13690-000,Descalvado,SP
842,Residência Oficial,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Vicente Trindade , 75 - Centro",18870-007,Fartura,SP
843,Forum Araçatuba VI - TERRENO,Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Final,Araçatuba,469.04,110V,"Avenida Brasilia , 1166 - Não informado",16015-535,Araçatuba,SP
844,LIMERIA (Desativado),(19) 3442-9077,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Via Antonio Cruãnes Filho , s/n - Jd Sta Cecília",13480-672,Limeira,SP
845,Fórum II Mirante do Paranapanema (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Zil Brasil , 1002 - Não informado",19260-000,Mirante do Paranapanema,SP
846,Fórum Brotas - Desativado,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Elyseu Lourenção , 304 - Não informado",17380-000,Brotas,SP
847,Fórum Orlândia [Residência Oficial],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Quatro , 230 - centro",14620-000,Orlândia,SP
848,Fórum Caraguatatuba V (Em construção),(12) 3882-3099,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Rio Grande do Sul , QUADRA 163 - Indaiá",11665-030,Caraguatatuba,SP
849,Fórum Barueri i - (Prédio Novo),(11) 4635-5261,Não Informado,Não Informado,Osasco,10,Entrância Final,Barueri,24.81,110V,"Rua Desembargador Celso Luiz Limongi , 84 - Vila Porto",06414-140,Barueri,SP
850,Foro de Juquitiba,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida 31 de março , 470 - Centro",06950-000,Juquitiba,SP
851,"Fórum São José do Rio Preto III - (Família, JEC e Infância)",(17) 3354-3918,Não Informado,Não Informado,São José do Rio Preto,7,Entrância Final,São José do Rio Preto,414.42,110V,"Rua Tupi , 765 - Chacara Municipal",15090-500,São José do Rio Preto,SP
852,Fórum Indaiatuba VI - (Residência Oficial) (Inativado),(19) 3309-2727,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Siqueira Campos, 169 , 169 - Vila Sfeir",13330-290,Indaiatuba,SP
853,Fórum Araras IV (CEJUSC),Não Informado,Não Informado,Não Informado,Limeira,0,Entrância Intermediária,Araras,152.98,110V,"Av. Irineu Carroci , s/nº - José Ometto II",00000-000,Araras,SP
854,Fórum Cafelândia II - (JEC e CEJUSC),(14) 3554-9801,Não Informado,Não Informado,Lins,1,Entrância Inicial,Cafelândia,361.56,110V,"Praça Beraldo Arruda , 66 - Centro",16500029,Cafelândia,SP
856,Fórum III Adamantina - UAAJ - FAC. ADAM. INTEGRADAS,(18) 3522-2864,Não Informado,Não Informado,Tupã,0,Entrância Inicial,Adamantina,500.26,110V,"Av. Adhemar de Barros , 130 - Centro",17800-000,Adamantina,SP
857,Fórum Andradina V - Anexo do Juizado de Andradina - UAAJ - CASTILHO,(18) 2122-2358,(18) 98169-5471,Não Informado,Andradina,0,Entrância Final,Andradina,570.27,110V,"R. Padre Claro , 741 - Castilho",00000-000,Andradina,SP
858,Fórum II da Comarca de Quatá (Cartório Eleitorial),(18) 3366-3280,Não Informado,Não Informado,Assis,0,Entrância Inicial,Quatá,440.43,110V,"Av. Rodolpho Sebastião Giorgi , 578 - Centro",19780-000,Quatá,SP
859,Fórum III Barretos (Anexo do Juizado Especial Cível - UNIFEB),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Final,Barretos,387.59,110V,"Av. Profº. Roberto Frade Monte , 386 - Marieta",14783-226,Barretos,SP
860,Fórum Boituva IV  (UAAJ - Juizado Especial - Iperó),Não Informado,Não Informado,Não Informado,Itu,0,Entrância Inicial,Boituva,109.74,110V,"Rua Costa e Silva , 195 - Centro, Iperó-SP",18560-000,Boituva,SP
861,Fórum Barueri III - (Juizado Especial Cível Digital),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Henriqueta Mendes Guerra , 550 - Centro",06401-160,Barueri,SP
862,Fórum Bebedouro (Anexo do Juizado Especial - UNIFAFIBE),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,Bebedouro,345.65,110V,"Rua Professor Orlando França de Carvalho , 325 - Centro",14701-070,Bebedouro,SP
863,Fórum Conchas III – (Anexo do Juizado - UAAJ - ANHEMBI),Não Informado,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,Conchas,152.43,110V,"Praça Prefeito Ismael Morato do Amaral , 43-fundos - Centro",18620-000,Conchas,SP
864,Fórum Conchas IV – (Anexo do Juizado - UAAJ - PEREIRAS),Não Informado,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,Conchas,152.43,110V,"End.: Rua Lino de Góis , 133 - Centro - Pereiras",18580-000,Conchas,SP
865,Fórum Brotas - Desativado,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua José Antunes , 900 - Paço Municipal",17360-000,Brotas,SP
866,Fórum II da Comarca de Paulo de Faria (CEJUSC/JECC),(17) 3292-1286,Não Informado,Não Informado,São José do Rio Preto,1,Entrância Inicial,Paulo de Faria,483.03,110V,"Rua Bom Jesus , 1207 - Centro",15490-000,Paulo de Faria,SP
867,Anexo do JEC - UAAJ - GUAPIARA,(15) 3547-1148,Não Informado,Não Informado,Itapetininga,0,Entrância Intermediária,Capão Bonito,181.59,110V,"Rua Seabra do Amaral , 260 - Centro - Guapiara",18310-000,Capão Bonito,SP
868,Fórum Fernandópolis V (UNIV. BRASIL (Antiga UNICASTELO) – CAMPUS VII,Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Final,Fernandópolis,519.93,110V,"End.: Estrada Projetada F-1 , S/N - Fazenda Santa Rita",00000-000,Fernandópolis,SP
869,Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA ),(14) 3554-9801,Não Informado,Não Informado,Lins,1,Entrância Inicial,Cafelândia,361.56,110V,"Rua Victor Francisco de Souza , 105 - Júlio Mesquita",17550-000,Cafelândia,SP
870,Comarca de Itirapina II (Anexo do JEC - UAAJ - ANALÂNDIA),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. 01 , 322 - Centro – Analândia",13550-000,Itirapina,SP
871,Fórum Jacupiranga II (Anexo do JEC – Barra do Turvo) (inativado),Não Informado,(13) 3864-1021,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Firmino Pedroso dos Santos , 440 - Boa Esperança – Barra do Turvo",11955-000,Jacupiranga,SP
872,Fórum Jundiaí III - (Anexo do JEC – FACULD. DIREITO PE. ANCHIETA),Não Informado,Não Informado,Não Informado,Jundiaí,0,Entrância Final,Jundiaí,47.55,110V,"Rua Marcílio Dias , 399 - Bela Vista",13207-740,Jundiaí,SP
873,Fórum IV Leme - (Anexo do JEC - UNIFIAN),(19) 3573-8617,Não Informado,Não Informado,Pirassununga,0,Entrância Intermediária,Leme,170.0,220V,"Rua Waldemar Silenci , 340 - Cidade Jardim",13614-370,Leme,SP
874,Fórum Itapeva II - (Anexo do JEC - UAAJ - FAIT),Não Informado,Não Informado,Não Informado,Itapeva,0,Entrância Final,Itapeva,232.99,110V,"Rodovia Francisco Alves Negrão , SP 258 – km 285, Bloco 1 - Pilão D’Água",18412-000,Itapeva,SP
875,Fórum São Bernardo do Campo II (Anexo do JEC - FDSBC),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Java , 425 - Jardim do Mar",09750-650,São Bernardo do Campo,SP
876,Fórum Jaú III (Anexo do JEC - FJAU),(14) 2104-3422,Não Informado,Não Informado,Jaú,0,Entrância Intermediária,Jaú,241.08,110V,"Av. João Ferraz Neto , 150 - Centro",17207-330,Jaú,SP
877,Fórum de Santana de Parnaíba II (Anexo do JEC – UNIP ALPHAVILLE),(11) 4152-8841,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Yojiro Takaoka , 3500 - Alphaville",06541-038,Santana de Parnaíba,SP
878,Cartório Anexo do Juizado Especial Cível - UNIFEOB.,(19) 3634-3398,Não Informado,Não Informado,São João da Boa Vista,0,Entrância Final,São João da Boa Vista,176.35,220V,"Rua RIACHUELO , 571 - Centro",13870234,São João da Boa Vista,SP
879,Fórum Rio Claro VI - (Anexo do JEC - UAAJ - IPEÚNA) (Desativado),(19) 3576-1590,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Um , 275 - Centro - Ipeúna",13537-000,Rio Claro,SP
880,Posto Iracemápolis - Cejusc de Limeira - Foro de Limeira,Não Informado,Não Informado,Não Informado,Limeira,0,Entrância Final,Limeira,134.49,110V,"Rua Zaira Paggiaro Ometto , 555 - Parque Cesarino Borba - Iracemápolis",13495-000,Limeira,SP
881,Fórum Taubaté VI - (Anexo do JEC - UNITAU),Não Informado,Não Informado,Não Informado,Taubaté,0,Entrância Final,Taubaté,124.73,220V,"Parque Dr. Barbosa de Oliveira , 285 - Centro",12020-190,Taubaté,SP
882,Fórum São Manuel IV (Anexo do JEC - UAAJ - AREIÓPOLIS),Não Informado,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,São Manuel,217.7,110V,"Rua Paulo Lourenço Siqueira , 232 - Vila Cremer",00000-000,São Manuel,SP
883,Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Inicial,Ouroeste,551.62,110V,"Rua Theodoro José de Souza , 1255 - Centro - Indiaporã",15690-000,Ouroeste,SP
884,Fórum Iepê II (Anexo do JEC - Nantes),(18) 3268-8800,Não Informado,Não Informado,Presidente Prudente,0,Entrância Inicial,Iepê,464.65,110V,"Rua Siqueira , s/n - Prédio da biblioteca municipal de Nantes",00000-000,Iepê,SP
885,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI),(17) 3563-3211,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,Olímpia,390.85,110V,"Rua Antônio Fernandes , 96 - Centro - Cajobi/SP",15410-000,Olímpia,SP
887,Fórum de Teodoro Sampaio II (Anexo do JEC - UAAJ - Euclides da Cunha Paulista),Não Informado,Não Informado,Não Informado,Presidente Venceslau,0,Entrância Inicial,Teodoro Sampaio,577.13,110V,"Av. Antonio Joaquim Mano , 02 - Pátio da Prefeitura",19275-000,Teodoro Sampaio,SP
888,Fórum Porangaba II (Anexo do JEC - UAAJ - BOFETE),Não Informado,Não Informado,Não Informado,Itapetininga,0,Entrância Inicial,Porangaba,157.51,110V,"Praça da Matriz , 151 - Centro - Bofete",18590-000,Porangaba,SP
889,Fórum Porangaba III (Anexo do JEC - UAAJ - GUAREÍ),Não Informado,Não Informado,Não Informado,Itapetininga,0,Entrância Inicial,Porangaba,157.51,110V,"Rua Ugolino de Moraes , 476 - Centro - Guareí",18250-000,Porangaba,SP
890,Fórum IV de Franca,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"R. Marrey Júnior , 2421 - São José",00000-000,Franca,SP
891,Fórum IV de Franca (Anexo do JEC - UNESP),Não Informado,Não Informado,Não Informado,Franca,0,Entrância Final,Franca,343.73,110V,"Av. Eufrázia Monteiro Petráglia , 900 - Jd. Dr. Antônio Petráglia",14409-150,Franca,SP
892,Fórum Santos VI - (Anexo do Juizado - UNISANTOS),Não Informado,Não Informado,Não Informado,Santos,0,Entrância Final,Santos,55.26,110V,"Rua Joaquim Nabuco , 09/11 - Vila Mathias",11015-460,Santos,SP
893,Fórum Santos VII - (Anexo do Juizado - UNISANTA),Não Informado,Não Informado,Não Informado,Santos,0,Entrância Final,Santos,55.26,110V,"Rua Osvaldo Cruz , 277 - Boqueirão",11045-101,Santos,SP
895,Fórum Guarulhos IV - (UAAJ - UNIFIG),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Luiz , 315 - Vila Rosália",07072-000,Guarulhos,SP
896,Fórum V Mogi das Cruzes (Juizado Itinerante - Biritiba Mirim),(11) 4692-9381,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Final,Mogi das Cruzes,45.75,110V,"Rua do Comércio , 25 - Centro - Biritiba Mirim",08940-000,Mogi das Cruzes,SP
897,Fórum VI Mogi das Cruzes (Universidade Braz Cubas),(11) 4721-1716,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Final,Mogi das Cruzes,45.75,110V,"Av. Francisco Rodrigues Filho , 1233, sala 1000, Portão 7 - Vila Mogliar",08773-380,Mogi das Cruzes,SP
898,Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas - UNISAL,(19) 3744-6898,Não Informado,Não Informado,Campinas,0,Entrância Final,Campinas,83.55,110V,"atendimento 2ª e 3ª feira - Rua do Oratório , s/n - Jd. São Domingos Sávio",13075140,Campinas,SP
899,Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas FACAMP,(19) 3754-8500,Não Informado,Não Informado,Campinas,0,Entrância Final,Campinas,83.55,110V,"atendimento- 2ªs e 4ªs feiras - Av. Alan Turing , 805 - Cidade Universitária",13089-898,Campinas,SP
900,Fórum Conchas,Não Informado,Não Informado,Não Informado,Botucatu,3,Entrância Inicial,Conchas,152.43,110V,"Av. Gregório Marcos Garcia , 808 - Vila Esporte",18570-000,Conchas,SP
901,Fórum Itaporanga - [Residência Oficial],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Bom Jesus , 650 - Centro",18480000,Itaporanga,SP
902,Fórum Diadema (CEJUSC),(11) 2763-8751,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Sete de Setembro , 409/413 - Centro",09911260,Diadema,SP
903,Fórum Guarulhos II - (Fórum Cível - Dr. Flávio Cleto Giovanni Trombetti),Não Informado,Não Informado,guarulhosadm@tjsp.jus.br,Guarulhos,24,Entrância Final,Guarulhos,14.13,110V,"Rua dos Crisântemos , 29 - Vila Tijuco",07091-060,Guarulhos,SP
904,Fórum Dracena V - (CEJUSC - POSTO AVANÇADO - 1ª CIA - PM),(18) 3821-3233,Não Informado,Não Informado,Dracena,0,Entrância Intermediária,Dracena,552.86,110V,"Rua Monte Castelo , 886 - Centro",17900-169,Dracena,SP
905,Fórum Barretos - Prédio II,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua 14 , 643 - Centro",14780-040,Barretos,SP
906,Fórum Nova Granada III (Residência Oficial),Não Informado,Não Informado,Não Informado,São José do Rio Preto,0,Entrância Inicial,Nova Granada,434.12,110V,"Rua Jansem de Mello , 516 - Centro",15440-000,Nova Granada,SP
907,Fórum III de Socorro (INATIVO),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Cel. Bertoldo Klinger , 12 - Centro",13960-000,Socorro,SP
908,Jardinópolis III (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Américo Sales , 810 - Centro",14680000,Jardinópolis,SP
909,Fórum Pompéia II (Residência Oficial),Não Informado,Não Informado,Não Informado,Marília,0,Entrância Inicial,Pompéia,396.1,110V,"Rua Getúlio Vargas , 290 - Centro",17580-000,Pompéia,SP
910,Fórum São Roque III (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Padre Marçal , 542 - Centro",00000-000,São Roque,SP
911,Fórum III Cruzeiro (Posto do CEJUSC),Não Informado,Não Informado,Não Informado,Guaratinguetá,0,Entrância Intermediária,Cruzeiro,202.42,110V,"Avenida Jorge Tibiriça , 932 - Centro",12701020,Cruzeiro,SP
912,CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DE SÃO SEBASTIÃO,(12) 2163-1856,Não Informado,Não Informado,Caraguatatuba,0,Entrância Intermediária,São Sebastião,127.07,110V,"Rua Emídio Orselli , 333 - Varadouro",00000000,São Sebastião,SP
913,Fórum II Itaberá (CEJUSC),(15) 3562-2007,Não Informado,Não Informado,Itapeva,0,Entrância Inicial,Itaberá,257.0,110V,"Rua Josefina Silva Melo , 211 - Centro",18440000,Itaberá,SP
914,Cejusc,(12) 3103-1044,Não Informado,Não Informado,Guaratinguetá,0,Entrância Inicial,Cachoeira Paulista,193.2,110V,"Rua São Sebastião , 191 - Centro",12630-000,Cachoeira Paulista,SP
915,Fórum I,(12) 2122-6823,Não Informado,Não Informado,Guaratinguetá,0,Entrância Intermediária,Cruzeiro,202.42,110V,"Rua Francisco Marzano , 100 - Vila Celestina",12710440,Cruzeiro,SP
916,Fórum V de Franca (CEJUSC - 5ª Cia do 15º BPM-I),Não Informado,Não Informado,Não Informado,Franca,0,Entrância Final,Franca,343.73,110V,"Avenida Doutor Flávio Rocha , 4281 - Parque dos Pinhais",14405600,Franca,SP
917,Fórum III de Promissão,(14) 3541-1884,Não Informado,Não Informado,Lins,0,Entrância Inicial,Promissão,399.32,110V,"Av. Bandeirantes , 711 - Centro",00000000,Promissão,SP
918,Fórum Macaubal II - (JECC e Psicossocial),Não Informado,Não Informado,Não Informado,São José do Rio Preto,2,Entrância Inicial,Macaubal,458.62,110V,"Rua José Ângelo Chagas , 763 - Centro",15270000,Macaubal,SP
919,Fórum II - São Miguel Arcanjo (JEC/JECrim),(15) 3415-5251,Não Informado,Não Informado,Itapetininga,0,Entrância Inicial,São Miguel Arcanjo,143.33,220V,"Rua Dr. Rui Barbosa , 611 - Centro",18230-000,São Miguel Arcanjo,SP
920,PRÉDIO II - ANEXO,(19) 3309-4360,(19) 3309-4361,Não Informado,Americana,0,Entrância Final,Hortolândia,97.2,110V,"Rua Sebastião Custódio de Oliveira , 20 - REMANSO CAMPINEIRO",13184-507,Hortolândia,SP
922,Fórum Boituva V - (Arquivo JEC),Não Informado,Não Informado,Não Informado,Itu,0,Entrância Inicial,Boituva,109.74,110V,"situado na rua Manoel dos Santos Freire , 224 - Centro",00000-000,Boituva,SP
923,Fórum Pirajuí (Residência Oficial) (Desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Riachuelo , 734 - Centro",16600-029,Pirajuí,SP
